# Venue categories - hand-maintained source, merged on top of the
# TicketPortal export by tools/build_venue_tiers.py.
#
# See tools/venue_categories.sample.csv for the format and what each
# column means. Edit this file directly, or merge another file in with:
#     python tools/build_venue_tiers.py --import <file.csv>
# Then rebuild:
#     python tools/build_venue_tiers.py

venue,section,row_from,row_to,tier,sort
bobby dodd stadium,203 LOWER,,,Club / Mezz (200s),
bobby dodd stadium,203 UPPER,,,Club / Mezz (200s),
bobby dodd stadium,203L,,,Club / Mezz (200s),
bobby dodd stadium,203U,,,Club / Mezz (200s),
bobby dodd stadium,204,,,Club / Mezz (200s),
bobby dodd stadium,204 UPPER,,,Club / Mezz (200s),
bobby dodd stadium,204L,,,Club / Mezz (200s),
bobby dodd stadium,204U,,,Club / Mezz (200s),
bobby dodd stadium,205,,,Club / Mezz (200s),
bobby dodd stadium,205 LOWER,,,Club / Mezz (200s),
bobby dodd stadium,205 UPPER,,,Club / Mezz (200s),
bobby dodd stadium,205L,,,Club / Mezz (200s),
bobby dodd stadium,205U,,,Club / Mezz (200s),
bobby dodd stadium,206,,,Club / Mezz (200s),
bobby dodd stadium,206 LOWER,,,Club / Mezz (200s),
bobby dodd stadium,206 UPPER,,,Club / Mezz (200s),
bobby dodd stadium,206L,,,Club / Mezz (200s),
bobby dodd stadium,206U,,,Club / Mezz (200s),
bobby dodd stadium,207,,,Club / Mezz (200s),
bobby dodd stadium,208,,,Club / Mezz (200s),
bobby dodd stadium,210,,,Club / Mezz (200s),
bobby dodd stadium,211,,,Club / Mezz (200s),
bobby dodd stadium,212,,,Club / Mezz (200s),
bobby dodd stadium,213,,,Club / Mezz (200s),
bobby dodd stadium,214,,,Club / Mezz (200s),
bobby dodd stadium,215,,,Club / Mezz (200s),
bobby dodd stadium,216,,,Club / Mezz (200s),
bobby dodd stadium,217,,,Club / Mezz (200s),
bobby dodd stadium,221,,,Club / Mezz (200s),
bobby dodd stadium,222,,,Club / Mezz (200s),
bobby dodd stadium,223,,,Club / Mezz (200s),
bobby dodd stadium,224,,,Club / Mezz (200s),
bobby dodd stadium,224 LOWER,,,Club / Mezz (200s),
bobby dodd stadium,224 UPPER,,,Club / Mezz (200s),
bobby dodd stadium,224L,,,Club / Mezz (200s),
bobby dodd stadium,224U,,,Club / Mezz (200s),
bobby dodd stadium,225,,,Club / Mezz (200s),
bobby dodd stadium,226,,,Club / Mezz (200s),
bobby dodd stadium,226 LOWER,,,Club / Mezz (200s),
bobby dodd stadium,226 UPPER,,,Club / Mezz (200s),
bobby dodd stadium,226L,,,Club / Mezz (200s),
bobby dodd stadium,226U,,,Club / Mezz (200s),
bobby dodd stadium,227,,,Club / Mezz (200s),
bobby dodd stadium,228,,,Club / Mezz (200s),
bobby dodd stadium,229,,,Club / Mezz (200s),
bobby dodd stadium,AREA1,,,Other,
bobby dodd stadium,BURGE DECK,,,Other,
bobby dodd stadium,BURGE PARKING,,,Other,
bobby dodd stadium,CL1,,,Other,
bobby dodd stadium,CL2,,,Other,
bobby dodd stadium,CL3,,,Other,
bobby dodd stadium,CL4,,,Other,
bobby dodd stadium,CLUB 1,,,Other,
bobby dodd stadium,CLUB 2,,,Other,
bobby dodd stadium,CLUB 3,,,Other,
bobby dodd stadium,CLUB 4,,,Other,
bobby dodd stadium,CLUB LEVEL,,,Other,
bobby dodd stadium,E 81,,,Other,
bobby dodd stadium,E40,,,Other,
bobby dodd stadium,E40 KLAUS DECK,,,Other,
bobby dodd stadium,E65,,,Other,
bobby dodd stadium,FANNING TERRACE,,,Other,
bobby dodd stadium,LOT W21,,,Other,
bobby dodd stadium,LOWER LEVEL,,,Other,
bobby dodd stadium,LOWER SIDELINE,,,Other,
bobby dodd stadium,STUDENT CENTER,,,Other,
bobby dodd stadium,TECH TERRACE 2,,,Other,
bobby dodd stadium,UPPER LEVEL,,,Other,
bobby dodd stadium,UPPER LEVEL 201,,,Club / Mezz (200s),
bobby dodd stadium,UPPER LEVEL 202,,,Club / Mezz (200s),
bobby dodd stadium,UPPER LEVEL 207,,,Club / Mezz (200s),
bobby dodd stadium,UPPER LEVEL 208,,,Club / Mezz (200s),
bobby dodd stadium,UPPER LEVEL 212,,,Club / Mezz (200s),
bobby dodd stadium,UPPER LEVEL 213,,,Club / Mezz (200s),
bobby dodd stadium,UPPER LEVEL 214,,,Club / Mezz (200s),
bobby dodd stadium,UPPER LEVEL 215,,,Club / Mezz (200s),
bobby dodd stadium,UPPER LEVEL 216,,,Club / Mezz (200s),
bobby dodd stadium,UPPER LEVEL 217,,,Club / Mezz (200s),
bobby dodd stadium,UPPER LEVEL 221,,,Club / Mezz (200s),
bobby dodd stadium,UPPER LEVEL 222,,,Club / Mezz (200s),
bobby dodd stadium,UPPER LEVEL 223,,,Club / Mezz (200s),
bobby dodd stadium,UPPER LEVEL 225,,,Club / Mezz (200s),
bobby dodd stadium,UPPER LEVEL 227,,,Club / Mezz (200s),
bobby dodd stadium,UPPER LEVEL 228,,,Club / Mezz (200s),
bobby dodd stadium,UPPER LEVEL 229,,,Club / Mezz (200s),
bobby dodd stadium,YELLOW JACKETS PREMIUM,,,Other,
bobby dodd stadium,YELLOW JACKETS SIDELINE,,,Other,
bobby dodd stadium,,,,Club / Mezz (200s),0
bobby dodd stadium,,,,Lower (100s),1
bobby dodd stadium,,,,Other,2
"bobby dodd stadium atlanta, ga",1,,,Other,
"bobby dodd stadium atlanta, ga",101,,,Lower (100s),
"bobby dodd stadium atlanta, ga",102,,,Lower (100s),
"bobby dodd stadium atlanta, ga",103,,,Lower (100s),
"bobby dodd stadium atlanta, ga",104,,,Lower (100s),
"bobby dodd stadium atlanta, ga",105,,,Lower (100s),
"bobby dodd stadium atlanta, ga",106,,,Lower (100s),
"bobby dodd stadium atlanta, ga",107,,,Lower (100s),
"bobby dodd stadium atlanta, ga",108,,,Lower (100s),
"bobby dodd stadium atlanta, ga",109,,,Lower (100s),
"bobby dodd stadium atlanta, ga",110,,,Lower (100s),
"bobby dodd stadium atlanta, ga",111,,,Lower (100s),
"bobby dodd stadium atlanta, ga",118 UPPER,,,Lower (100s),
"bobby dodd stadium atlanta, ga",121,,,Lower (100s),
"bobby dodd stadium atlanta, ga",122,,,Lower (100s),
"bobby dodd stadium atlanta, ga",123,,,Lower (100s),
"bobby dodd stadium atlanta, ga",124,,,Lower (100s),
"bobby dodd stadium atlanta, ga",127,,,Lower (100s),
"bobby dodd stadium atlanta, ga",128,,,Lower (100s),
"bobby dodd stadium atlanta, ga",129,,,Lower (100s),
"bobby dodd stadium atlanta, ga",130,,,Lower (100s),
"bobby dodd stadium atlanta, ga",131,,,Lower (100s),
"bobby dodd stadium atlanta, ga",132,,,Lower (100s),
"bobby dodd stadium atlanta, ga",1;CL3,,,Other,
"bobby dodd stadium atlanta, ga",2,,,Other,
"bobby dodd stadium atlanta, ga",201,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",202,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",203,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",203 LOWER,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",203 UPPER,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",203L,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",203U,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",204,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",204 LOWER,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",204 UPPER,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",204L,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",204U,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",205,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",205 LOWER,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",205 UPPER,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",205L,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",205U,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",206,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",206 LOWER,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",206 UPPER,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",206L,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",206U,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",207,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",208,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",208.,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",210,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",211,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",212,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",213,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",214,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",215,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",216,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",217,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",221,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",222,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",223,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",224,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",224 LOWER,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",224 UPPER,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",224L,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",224U,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",225,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",226,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",226 LOWER,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",226 UPPER,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",226L,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",226U,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",227,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",228,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",229,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",3,,,Other,
"bobby dodd stadium atlanta, ga",4,,,Other,
"bobby dodd stadium atlanta, ga",AREA1,,,Other,
"bobby dodd stadium atlanta, ga",BURGE DECK,,,Other,
"bobby dodd stadium atlanta, ga",BURGE PARKING,,,Other,
"bobby dodd stadium atlanta, ga",CL1,,,Other,
"bobby dodd stadium atlanta, ga",CL2,,,Other,
"bobby dodd stadium atlanta, ga",CL3,,,Other,
"bobby dodd stadium atlanta, ga",CL4,,,Other,
"bobby dodd stadium atlanta, ga",CLUB 1,,,Other,
"bobby dodd stadium atlanta, ga",CLUB 2,,,Other,
"bobby dodd stadium atlanta, ga",CLUB 3,,,Other,
"bobby dodd stadium atlanta, ga",CLUB 4,,,Other,
"bobby dodd stadium atlanta, ga",CLUB LEVEL,,,Other,
"bobby dodd stadium atlanta, ga",E 81,,,Other,
"bobby dodd stadium atlanta, ga",E40,,,Other,
"bobby dodd stadium atlanta, ga",E40 KLAUS DECK,,,Other,
"bobby dodd stadium atlanta, ga",E65,,,Other,
"bobby dodd stadium atlanta, ga",FANN,,,Other,
"bobby dodd stadium atlanta, ga",FANNING TERRACE,,,Other,
"bobby dodd stadium atlanta, ga",GCO,,,Other,
"bobby dodd stadium atlanta, ga",LOT W21,,,Other,
"bobby dodd stadium atlanta, ga",LOWER LEVEL,,,Other,
"bobby dodd stadium atlanta, ga",LOWER SIDELINE,,,Other,
"bobby dodd stadium atlanta, ga",NESTL,,,Other,
"bobby dodd stadium atlanta, ga",STUDENT CENTER,,,Other,
"bobby dodd stadium atlanta, ga",TECH TERRACE 1,,,Other,
"bobby dodd stadium atlanta, ga",TECH TERRACE 2,,,Other,
"bobby dodd stadium atlanta, ga",UPPER LEVEL,,,Other,
"bobby dodd stadium atlanta, ga",UPPER LEVEL 201,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",UPPER LEVEL 202,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",UPPER LEVEL 207,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",UPPER LEVEL 208,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",UPPER LEVEL 212,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",UPPER LEVEL 213,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",UPPER LEVEL 214,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",UPPER LEVEL 215,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",UPPER LEVEL 216,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",UPPER LEVEL 217,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",UPPER LEVEL 221,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",UPPER LEVEL 222,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",UPPER LEVEL 223,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",UPPER LEVEL 225,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",UPPER LEVEL 227,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",UPPER LEVEL 228,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",UPPER LEVEL 229,,,Club / Mezz (200s),
"bobby dodd stadium atlanta, ga",YELLOW JACKETS PREMIUM,,,Other,
"bobby dodd stadium atlanta, ga",YELLOW JACKETS SIDELINE,,,Other,
"bobby dodd stadium atlanta, ga",,,,Club / Mezz (200s),0
"bobby dodd stadium atlanta, ga",,,,Lower (100s),1
"bobby dodd stadium atlanta, ga",,,,Other,2
bridgeforth stadium,103,,,Lower (100s),
bridgeforth stadium,104,,,Lower (100s),
bridgeforth stadium,105,,,Lower (100s),
bridgeforth stadium,106,,,Lower (100s),
bridgeforth stadium,107,,,Lower (100s),
bridgeforth stadium,108,,,Lower (100s),
bridgeforth stadium,109,,,Lower (100s),
bridgeforth stadium,201,,,Club / Mezz (200s),
bridgeforth stadium,202,,,Club / Mezz (200s),
bridgeforth stadium,203,,,Club / Mezz (200s),
bridgeforth stadium,209,,,Club / Mezz (200s),
bridgeforth stadium,210,,,Club / Mezz (200s),
bridgeforth stadium,211,,,Club / Mezz (200s),
bridgeforth stadium,212,,,Club / Mezz (200s),
bridgeforth stadium,213,,,Club / Mezz (200s),
bridgeforth stadium,214,,,Club / Mezz (200s),
bridgeforth stadium,303,,,Upper (300s),
bridgeforth stadium,306,,,Upper (300s),
bridgeforth stadium,308,,,Upper (300s),
bridgeforth stadium,309,,,Upper (300s),
bridgeforth stadium,310,,,Upper (300s),
bridgeforth stadium,311,,,Upper (300s),
bridgeforth stadium,312,,,Upper (300s),
bridgeforth stadium,4,,,Other,
bridgeforth stadium,401,,,Upper (400+),
bridgeforth stadium,402,,,Upper (400+),
bridgeforth stadium,403,,,Upper (400+),
bridgeforth stadium,404,,,Upper (400+),
bridgeforth stadium,405,,,Upper (400+),
bridgeforth stadium,406,,,Upper (400+),
bridgeforth stadium,407,,,Upper (400+),
bridgeforth stadium,408,,,Upper (400+),
bridgeforth stadium,409,,,Upper (400+),
bridgeforth stadium,410,,,Upper (400+),
bridgeforth stadium,411,,,Upper (400+),
bridgeforth stadium,412,,,Upper (400+),
bridgeforth stadium,413,,,Upper (400+),
bridgeforth stadium,414,,,Upper (400+),
bridgeforth stadium,415,,,Upper (400+),
bridgeforth stadium,5,,,Other,
bridgeforth stadium,6,,,Other,
bridgeforth stadium,CLUB 1,,,Other,
bridgeforth stadium,CLUB 2,,,Other,
bridgeforth stadium,CLUB 4,,,Other,
bridgeforth stadium,CLUB 5,,,Other,
bridgeforth stadium,CLUB 6,,,Other,
bridgeforth stadium,D2/C10,,,Other,
bridgeforth stadium,DECK;2,,,Other,
bridgeforth stadium,GA,,,Floor / GA,
bridgeforth stadium,GA SEATING,,,Floor / GA,
bridgeforth stadium,GENERAL ADMISSION,,,Floor / GA,
bridgeforth stadium,,,,Club / Mezz (200s),2
bridgeforth stadium,,,,Floor / GA,0
bridgeforth stadium,,,,Lower (100s),4
bridgeforth stadium,,,,Other,3
bridgeforth stadium,,,,Upper (300s),5
bridgeforth stadium,,,,Upper (400+),1
bryant-denny stadium,101,,,Lower (100s),
bryant-denny stadium,102,,,Lower (100s),
bryant-denny stadium,103,,,Lower (100s),
bryant-denny stadium,104,,,Lower (100s),
bryant-denny stadium,105,,,Lower (100s),
bryant-denny stadium,106,,,Lower (100s),
bryant-denny stadium,107,,,Lower (100s),
bryant-denny stadium,108,,,Lower (100s),
bryant-denny stadium,109,,,Lower (100s),
bryant-denny stadium,110,,,Lower (100s),
bryant-denny stadium,111,,,Lower (100s),
bryant-denny stadium,112,,,Lower (100s),
bryant-denny stadium,113,,,Lower (100s),
bryant-denny stadium,114,,,Lower (100s),
bryant-denny stadium,115,,,Lower (100s),
bryant-denny stadium,116,,,Lower (100s),
bryant-denny stadium,117,,,Lower (100s),
bryant-denny stadium,118,,,Lower (100s),
bryant-denny stadium,119,,,Lower (100s),
bryant-denny stadium,120,,,Lower (100s),
bryant-denny stadium,121,,,Lower (100s),
bryant-denny stadium,122,,,Lower (100s),
bryant-denny stadium,123,,,Lower (100s),
bryant-denny stadium,124,,,Lower (100s),
bryant-denny stadium,125,,,Lower (100s),
bryant-denny stadium,126,,,Lower (100s),
bryant-denny stadium,127,,,Lower (100s),
bryant-denny stadium,128,,,Lower (100s),
bryant-denny stadium,129,,,Lower (100s),
bryant-denny stadium,130,,,Lower (100s),
bryant-denny stadium,142,,,Lower (100s),
bryant-denny stadium,500,,,Upper (400+),
bryant-denny stadium,801,,,Upper (400+),
bryant-denny stadium,802,,,Upper (400+),
bryant-denny stadium,803,,,Upper (400+),
bryant-denny stadium,804,,,Upper (400+),
bryant-denny stadium,805,,,Upper (400+),
bryant-denny stadium,806,,,Upper (400+),
bryant-denny stadium,807,,,Upper (400+),
bryant-denny stadium,808,,,Upper (400+),
bryant-denny stadium,809,,,Upper (400+),
bryant-denny stadium,810,,,Upper (400+),
bryant-denny stadium,811,,,Upper (400+),
bryant-denny stadium,812,,,Upper (400+),
bryant-denny stadium,813,,,Upper (400+),
bryant-denny stadium,814,,,Upper (400+),
bryant-denny stadium,815,,,Upper (400+),
bryant-denny stadium,816,,,Upper (400+),
bryant-denny stadium,818,,,Upper (400+),
bryant-denny stadium,819,,,Upper (400+),
bryant-denny stadium,820,,,Upper (400+),
bryant-denny stadium,821,,,Upper (400+),
bryant-denny stadium,822,,,Upper (400+),
bryant-denny stadium,823,,,Upper (400+),
bryant-denny stadium,824,,,Upper (400+),
bryant-denny stadium,825,,,Upper (400+),
bryant-denny stadium,826,,,Upper (400+),
bryant-denny stadium,827,,,Upper (400+),
bryant-denny stadium,828,,,Upper (400+),
bryant-denny stadium,829,,,Upper (400+),
bryant-denny stadium,831,,,Upper (400+),
bryant-denny stadium,832,,,Upper (400+),
bryant-denny stadium,833,,,Upper (400+),
bryant-denny stadium,834,,,Upper (400+),
bryant-denny stadium,835,,,Upper (400+),
bryant-denny stadium,836,,,Upper (400+),
bryant-denny stadium,837,,,Upper (400+),
bryant-denny stadium,838,,,Upper (400+),
bryant-denny stadium,839,,,Upper (400+),
bryant-denny stadium,840,,,Upper (400+),
bryant-denny stadium,841,,,Upper (400+),
bryant-denny stadium,842,,,Upper (400+),
bryant-denny stadium,843,,,Upper (400+),
bryant-denny stadium,844,,,Upper (400+),
bryant-denny stadium,845,,,Upper (400+),
bryant-denny stadium,846,,,Upper (400+),
bryant-denny stadium,847,,,Upper (400+),
bryant-denny stadium,849,,,Upper (400+),
bryant-denny stadium,851,,,Upper (400+),
bryant-denny stadium,853,,,Upper (400+),
bryant-denny stadium,854,,,Upper (400+),
bryant-denny stadium,855,,,Upper (400+),
bryant-denny stadium,856,,,Upper (400+),
bryant-denny stadium,857,,,Upper (400+),
bryant-denny stadium,858,,,Upper (400+),
bryant-denny stadium,859,,,Upper (400+),
bryant-denny stadium,860,,,Upper (400+),
bryant-denny stadium,ALABAMA PREMIUM,,,Other,
bryant-denny stadium,ALABAMA SIDELINE,,,Other,
bryant-denny stadium,BD NTER 3,,,Other,
bryant-denny stadium,BD NTER 4,,,Other,
bryant-denny stadium,BD STER 1,,,Other,
bryant-denny stadium,BD;NZ-6,,,Other,
bryant-denny stadium,CAPSTON LO,,,Other,
bryant-denny stadium,IVORY CLUB,,,Other,
bryant-denny stadium,LOWER LEVEL,,,Other,
bryant-denny stadium,LOWER PREMIUM,,,Other,
bryant-denny stadium,LOWER SIDELINE,,,Other,
bryant-denny stadium,NCC5,,,Other,
bryant-denny stadium,NCC6,,,Other,
bryant-denny stadium,NCC7,,,Other,
bryant-denny stadium,NFS,,,Other,
bryant-denny stadium,NORTH CHAMPIONS CLUB 5,,,Other,
bryant-denny stadium,NORTH CHAMPIONS CLUB 6,,,Other,
bryant-denny stadium,NORTH CHAMPIONS CLUB 7,,,Other,
bryant-denny stadium,NORTH CHAMPIONS CLUB 8,,,Other,
bryant-denny stadium,NORTH FIELD SUITE,,,Other,
bryant-denny stadium,NORTH TERRACE CLUB 4,,,Other,
bryant-denny stadium,NORTH ZONE,,,Other,
bryant-denny stadium,NORTH ZONE 10,,,Other,
bryant-denny stadium,NORTH ZONE 11,,,Other,
bryant-denny stadium,NORTH ZONE 2,,,Other,
bryant-denny stadium,NORTH ZONE 3,,,Other,
bryant-denny stadium,NORTH ZONE 4,,,Other,
bryant-denny stadium,NORTH ZONE 5,,,Other,
bryant-denny stadium,NORTH ZONE 6,,,Other,
bryant-denny stadium,NORTH ZONE 7,,,Other,
bryant-denny stadium,NORTH ZONE 8,,,Other,
bryant-denny stadium,NORTH ZONE 9,,,Other,
bryant-denny stadium,NZ4,,,Other,
bryant-denny stadium,NZ5,,,Other,
bryant-denny stadium,NZ6,,,Other,
bryant-denny stadium,NZ7,,,Other,
bryant-denny stadium,NZ8,,,Other,
bryant-denny stadium,NZ9,,,Other,
bryant-denny stadium,SFS1,,,Other,
bryant-denny stadium,SFS2,,,Other,
bryant-denny stadium,SOUTH CHAMPIONS CLUB 2,,,Other,
bryant-denny stadium,SOUTH CHAMPIONS CLUB 3,,,Other,
bryant-denny stadium,SOUTH CHAMPIONS CLUB 4,,,Other,
bryant-denny stadium,SOUTH FIELD SUITE 1,,,Other,
bryant-denny stadium,SOUTH FIELD SUITE 2,,,Other,
bryant-denny stadium,SOUTH ZONE,,,Other,
bryant-denny stadium,SOUTH ZONE 10,,,Other,
bryant-denny stadium,SOUTH ZONE 11,,,Other,
bryant-denny stadium,SOUTH ZONE 4,,,Other,
bryant-denny stadium,SOUTH ZONE 5,,,Other,
bryant-denny stadium,SOUTH ZONE 6,,,Other,
bryant-denny stadium,SOUTH ZONE 7,,,Other,
bryant-denny stadium,SOUTH ZONE 8,,,Other,
bryant-denny stadium,SOUTH ZONE 9,,,Other,
bryant-denny stadium,STUDENT CENTER PAR,,,Other,
bryant-denny stadium,SZ10,,,Other,
bryant-denny stadium,SZ4,,,Other,
bryant-denny stadium,SZ5,,,Other,
bryant-denny stadium,SZ6,,,Other,
bryant-denny stadium,SZ8,,,Other,
bryant-denny stadium,SZ9,,,Other,
bryant-denny stadium,TER-1,,,Other,
bryant-denny stadium,UPPER LEVEL,,,Other,
bryant-denny stadium,UPPER SIDELINE,,,Other,
bryant-denny stadium,,,,Lower (100s),1
bryant-denny stadium,,,,Other,2
bryant-denny stadium,,,,Upper (400+),0
cotton bowl stadium,1,,,Other,
cotton bowl stadium,10,,,Other,
cotton bowl stadium,101,,,Lower (100s),
cotton bowl stadium,102,,,Lower (100s),
cotton bowl stadium,103,,,Lower (100s),
cotton bowl stadium,104,,,Lower (100s),
cotton bowl stadium,105,,,Lower (100s),
cotton bowl stadium,106,,,Lower (100s),
cotton bowl stadium,107,,,Lower (100s),
cotton bowl stadium,108,,,Lower (100s),
cotton bowl stadium,109,,,Lower (100s),
cotton bowl stadium,11,,,Other,
cotton bowl stadium,110,,,Lower (100s),
cotton bowl stadium,111,,,Lower (100s),
cotton bowl stadium,112,,,Lower (100s),
cotton bowl stadium,113,,,Lower (100s),
cotton bowl stadium,114,,,Lower (100s),
cotton bowl stadium,115,,,Lower (100s),
cotton bowl stadium,116,,,Lower (100s),
cotton bowl stadium,117,,,Lower (100s),
cotton bowl stadium,118,,,Lower (100s),
cotton bowl stadium,119,,,Lower (100s),
cotton bowl stadium,12,,,Other,
cotton bowl stadium,120,,,Lower (100s),
cotton bowl stadium,121,,,Lower (100s),
cotton bowl stadium,122,,,Lower (100s),
cotton bowl stadium,123,,,Lower (100s),
cotton bowl stadium,124,,,Lower (100s),
cotton bowl stadium,125,,,Lower (100s),
cotton bowl stadium,126,,,Lower (100s),
cotton bowl stadium,127,,,Lower (100s),
cotton bowl stadium,128,,,Lower (100s),
cotton bowl stadium,129,,,Lower (100s),
cotton bowl stadium,13,,,Other,
cotton bowl stadium,130,,,Lower (100s),
cotton bowl stadium,131,,,Lower (100s),
cotton bowl stadium,132,,,Lower (100s),
cotton bowl stadium,133,,,Lower (100s),
cotton bowl stadium,134,,,Lower (100s),
cotton bowl stadium,135,,,Lower (100s),
cotton bowl stadium,136,,,Lower (100s),
cotton bowl stadium,137,,,Lower (100s),
cotton bowl stadium,138,,,Lower (100s),
cotton bowl stadium,139,,,Lower (100s),
cotton bowl stadium,14,,,Other,
